Crop_Name,S/N,Variety Name,Original Name,National Code,Origin/Source,Developing Institute,Collaborating Institute,Breeder/ Collaborating Scientists,Outstanding Characteristics/ Potential Yields,Agro- Ecological Zones,Year of Release,Year of Registry,_page
Sorghum,545,SAMSORG-20,SSV-6(L.187),NGSB-91-13,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,El Rouby,"High yielding, tolerant to striga. (1.8-3t/ha)",Northern Guinea Savanna,1977,1991,62
Sorghum,546,SAMSORG-21,SS-7(L.1499),NGSB-91-14,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,El Rouby,Tolerant to striga. (1.8- 3t/ha),Northern Guinea Savanna,1977,1991,62
Sorghum,547,SAMSORG-22,SSV-8(L.181),NGSB-91-15,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,El Rouby,"High yielding, tolerant to striga. (1.8-3t/ha)",Northern Guinea Savanna,1977,1991,62
Sorghum,548,SAMSORG-35,MSV-1 (C-7-4),NGSB-91-16,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,El Rouby,High yielding. (1.5-3t/ha),Southern Guinea Savanna,1977,1991,62
Sorghum,549,SAMSORG-36,MSV-2(M.L.V.),NGSB-91-17,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,El Rouby,High yielding. (1.5-3t/ha),Southern Guinea Savanna,1977,1991,62
Sorghum,550,SAMSORG-37,MSV-3(FDI),NGSB-91-18,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,El Rouby,High yielding. (1.5-3t/ha),Southern Guinea Savanna,1977,1991,62
Sorghum,551,SAMSORG-5,KVS - 11 (E7A3143),NGSB-91-19,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,"T.Obilana, El Rouby",Very early matiruty variety;dwarf sorghum variety.,Sudan and Sahel Savanna Zones,1982,1991,62
Sorghum,552,SAMSORG-6,KSV -12 (137/63),NGSB-91-20,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,"T.Obilana, El Rouby",Early maturity (90 -110 days). (1.8-3t/ha),Sudan and Sahel Savanna Zones,1982,1991,62
Sorghum,553,SAMSORG-13,KVS -7 (KL.538),NGSB-91-21,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,"T.Obilana, El Rouby","Short, semi-dwarf medium season variety.",Northern Guinea Savanna and Southern Sudan Savanna,1982,1991,62
Sorghum,554,SAMSORG-14,KSV -8 (A.9025),NGSB-91-22,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,"T.Obilana, El Rouby",Tolerant to striga. (1.5- 3t/ha),Northern Guinea Savanna and Southern Sudan Savanna,1982,1991,62
Sorghum,555,SAMSORG-23,SSV-9 (L.243),NGSB-91-23,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,"T.Obilana, El Rouby","High yielding, tolerant to striga. (1.8-3t/ha)",Northern Guinea Savanna,1982,1991,62
Sorghum,556,SAMSORG-24,SSV -10 (L.533),NGSB-91-24,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,"T.Obilana, El Rouby","Good for brewing, striga tolerant, high yielding. (1.8-3t/ha)",Northern Guinea Savanna and Southern Sudan Savanna,1982,1991,62
Sorghum,557,SAMSORG-25,SSV-11 (L.3800),NGSB-91-25,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,"T.Obilana, El Rouby","High yielding, tolerant to striga. (1.8-3.5t/ha)",Southern Guinea Savanna,1982,1991,62
Sorghum,558,SAMSORG-26,SSV -12 (L.3804),NGSB-91-26,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,"T.Obilana, El Rouby","High yielding 1,800-3, 500kg/ha. (1.8-3.5t/ha)",Southern Guinea Savanna,1982,1991,63
Sorghum,559,SAMSORG-7,KSV -13 (L.2007/79),NGSB-91-27,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,"T.Obilana, El Rouby",Early maturity (90-110 days). (1.8-3t/ha),Sudan and Sahel Savanna Zones,1984,1991,63
Sorghum,560,SAMSORG-8,KSV -14 (L.2024/79),NGSB-91-28,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,"T.Obilana, El Rouby",Early maturity (90-110 days). (1.8-3t/ha),Sudan and Sahel Savanna Zones,1984,1991,63
Sorghum,561,SAMSORG-9,KSV -15 (L.2281/79),NGSB-91-29,"I.A.R, Samaru Zaria",I.A.R. Samaru Zaria,,"T.Obilana, El Rouby",Early maturity (90-110 days). (1.8-3.5t/ha),Sudan and Sahel Savanna Zones,1984,1991,63
Sorghum,562,SAMSORG-41,ICSV - 111,NGSB-96-30,"ICRISAT, Kano","ICRISAT, Kano &IAR,Samaru",,"D.S.Murty, S.C. Gupta, C.C. Nwasike, D.A. Aba & F.A. Showemimo","Hard grains with good local food quality, high yield and drought tolerant",,1982,1996,63
Sorghum,563,SAMSORG-40,ICSV - 400,NGSB-96-31,"ICRISAT, Kano","ICRISAT, Kano &IAR,Samaru",,"D.S.Murty, S.C. Gupta, C.C. Nwasike, D.A. Aba & F.A. Showemimo","Non lodging, drought tolerant, and non scent variety with good response to fertilizers, grains have good food and malting quality.",,1982,1996,63
Sorghum,564,SAMSORG-38,NR-71176nr- 71176,NGSB-96-32,SUDAN ZONE ICRISAT-LINE,"IAR, Samaru, Zaria",,"C.C. Nwasike, D.A. Aba, D.S. Murty, S.C. Gupta & F.A. Showemimo","High yielding, early maturing",,1982,1996,63
Sorghum,565,SAMSORG-39,NR-71182,NGSB-96-33,SUDAN ZONE ICRISAT-LINE,"IAR, Samaru, Zaria",,"C.C. Nwasike, D.A. Aba, D.S. Murty & F.A. Showemimo","High yielding, early maturing",,1982,1996,63
Sorghum,566,SAMSORG-H1,NSSH-91001,NGSB-96-34,"IAR,Samaru Zaria","IAR, Samaru, Zaria",,"C.C.Nwasike, D.A. Aba, D.|S. Murty, S.C. Gupta & F.A. Showemimo","High yielding, early maturity",,1982,1996,63
Sorghum,567,SAMSORG-H2,NSSH-91002,NGSB-96-35,"IAR,Samaru Zaria","IAR, Samaru, Zaria",,"C.C. Nwasike, D.A. Aba, D.S. Murty, S.C. Gupta & F.A. Showemimo","High yielding, early maturing",,1982,1996,63
Sorghum,568,SAMSORG-H3,ICSV-89002-NG,NGSB-96-36,"ICRISA, Kano","ICRISAT, Kano &IAR,Samaru",,"C.C. Nwasike, D.A. Aba, D.S. Murty, S.C. Gupta & F.A. Showemimo","Stable, high yielding, drought tolerant and good grains hybrid with good malting property.",,1982,1996,63
Sorghum,569,SAMSORG-H4,ICSV-89009-NG,NGSB-96-37,"ICRISA, Kano","ICRISAT, Kano &IAR,Samaru",,"C.C. Nwasike, D.A. Aba, D.S. Murty, S.C. Gupta & F.A. Showemimo","Stable, high yielding, drought tolerant and good grains hybrid",,1982,1996,63
Sorghum,570,CSR 01*,Farafara Ex Kano,NGSB-96-38,Farmers' fields Garum Baba village near Kano,NBPLC,,Prof. A.B. Obilana,Excellent grains qualities for indistrial use in- malting and brewing,,,2006,63
Sorghum,571,CSR 02*,Farafara Ex Katsina,NGSB-96-39,Farmers' fields,NBPLC,,Prof. A.B. Obilana,Excellent grains qualities for indistrial use in- malting and brewing,,,2006,63
Sorghum,572,SAMSORG 42,SSV98001,NGSB-11-40,Selection from local germplasm,"IAR, Zaria",,"D. A. Aba, M. A. Yeye, Alhassan U., Ibrahim I. & J. A. Y. Shebayan.","High yielding, large white seeded type. (2.5-3t/ha)",Southern Guinea Savanna,2011,2011,64
Sorghum,573,SAMSORG 43,SSV98002,NGSB-11-41,Selection from local germplasm,"IAR, Zaria",,"D. A. Aba, M. A. Yeye, Alhassan U., Ibrahim I. & J. A. Y. Shebayan.","High yielding, yellow seed (Pro Vit. A). (2.5- 3t/ha)",Southern Guinea Savanna,2011,2011,64
Sorghum,574,SAMSORG 44,SSV20043,NGSB-11-42,Selection from local germplasm,"IAR, Zaria",,"D. A. Aba, M. A. Yeye, Alhassan U., Ibrahim I. & J. A. Y. Shebayan.","High yielding, high CHO (flour). (2-2.5t/ha)",Northern Guinea/ Sudan Savanna,2011,2011,64
Sorghum,575,CSR-03 H,,NGSB-12-43,AMP/IAR,"Aba Malting Plant (AMP) and IAR, ICRISAT",,"A B Obilana, D A Aba, Hakeem A and Aliyu S.","Extra early, high yielding, Good Malting Qualities, Stay Green Trait, Small plant Type (amenable for mechanization) and short internodes. (4-4.9t/ha)",Northern Guinea And Sudan Savanna,2012,2012,64
Sorghum,576,CSR-04 H,,NGSB-12-44,AMP/IAR,"Aba Malting Plant (AMP) and IAR, ICRISAT",,"A B Obilana, D A Aba, Hakeem A and Aliyu S.","Early, high yielding, good malting qualities, stay green trait, bulky plant type with long internodes. (4.5-5.0t/ha)",Northern Guinea and Sudan Savanna,2012,2012,64
Sorghum,577,PD86W15,,NGSB-13-45,"DuPont Crop Protection and Purdue University, USA","DuPont Pioneer, Nigeria",,"O.A. Ibikunle, D.A. Aba, M. Tuinstra, M.Y. Yeye, S.E. Aladele, S.M. Bugaje, J.A.Y. Shebayan, A.M. Oparaeke, L.J. Bamaiyi, A.O. Oyedokun, J. Onyibe, A.B. Zarafi, P.S. Chindo, O. Olabanji, L.J. Bamaiyi, O. Olufajo, I.A. Mudashir, F. Oboite & S. Olatokun","Tolerant to metsulfuron methyl seed treatment; medium maturing; good stay-green characteristic; the height, earliness and uniformity allows for mechanization; good seed in the off-season of northern guinea savanna and derived savanna ecologies under irrigation. (3.5-4t/ha)",Northern Guinea Savanna,2013,2013,64
Sorghum,578,PD87W16,,NGSB-13-46,"DuPont Crop Protection and Purdue University, USA","DuPont Pioneer, Nigeria",,"O.A. Ibikunle, D.A. Aba, M. Tuinstra, M.Y. Yeye, S.E. Aladele, S.M. Bugaje, J.A.Y. Shebayan, A.M. Oparaeke, L.J. Bamaiyi, A.O. Oyedokun, J. Onyibe, A.B. Zarafi, P.S. Chindo, O. Olabanji, L.J. Bamaiyi, O. Olufajo, I.A. Mudashir, F. Oboite & S. Olatokun","Tolerant to metsulfuron methyl seed treatment; good stay-green characteristic; the height, earliness and uniformity allows for mechanization; good seed in the off- season of northern guinea savanna and derived savanna ecologies under irrigation. Also photoperiod insensitive. (4-5t/ha)",Sudan Guinea Savanna Zones,2013,2013,64
Sorghum,579,PRADHAN,PRADHAN,NGSB-14-47,Syngenta India,Devgen Seeds and Crop Technology PVT Ltd India.,,"Gharde G.N., D.A. Aba, G. Ajeigbe, IAR Zaria & ICRISAT Kano","White and bold grains, high grain yields. (4.2t/ha)",Sudan and Northern Guinea Savanna,2014,2014,65
Sorghum,580,MLSH 296 Gold,MLSH 296 Gold,NGSB-14-48,Syngenta India,Devgen Seeds and Crop Technology PVT Ltd India.,,"Gharde G.N., P.S. Vaidya, D.A. Aba, G. Ajeigbe, IAR Zaria & ICRISAT Kano",High grain yield. (4.6t/ha),Northern Guinea and Sudan Savanna,2014,2014,65
Sorghum,581,MLSH 151,MLSH 151,NGSB-14-49,Syngenta India,Devgen Seeds and Crop Technology PVT Ltd India.,,"Gharde G.N., D.A. Aba, G. Ajeigbe, IAR Zaria & ICRISAT Kano",Medium bold round grains with cream colour and high grain yield. (5.4t/ha),Sudan Savannah,2014,2014,65
