Crop_Name,S/N,Variety Name,Original Name,National Code,Origin/Source,Developing Institute,Collaborating Institute,Breeder/ Collaborating Scientists,Outstanding Characteristics/ Potential Yields,Agro- Ecological Zones,Year of Release,Year of Registry,_page
Groundnut,195,SAMNUT 28,ICGV-IS 09926,NGAH-18-28,"ICRISAT, India",ICRISAT and IAR,,"C.A. Echekwu, B.N. Motagi, S.G. Mohammed, A.Usman, H. Ajeigbe, B. Kurya and Shiyanbola",High pod and haulm yield. (3.1t/h),Northern guinea and Sudano- sahelian savanna,2018,2018,22
Groundnut,196,SAMNUT 29,ICGV01276,NGAH-18-29,"ICRISAT, India",ICRISAT and IAR,,"C.A. Echekwu, B.N. Motagi, S.G. Mohammed, A.Usman, H. Ajeigbe, B. Kurya and Shiyanbola",Early maturing and high pod yield. (3.3t/ha),Northern guinea and Sudano- sahelian savanna,2018,2018,23
Maize,197,NARZO-17,Western yellow,NGZM-91-1,Mixed germplasm from Carribean and Mexico,I.A.R.& T. Ibadan,,"Dr. Wiggin, Dr. A.O. Obajimi","High carotene content, good for ogi. Also good for poultry feeds.",Forest ecological zones,1991,1991,23
Maize,198,NARZO-18,096-EP6,NGZM-91-2,Nigeria,FDAR Ibadan,,K. Raghnathan and J. E. Iken,"High carotene content, good for pap. Also good for poultry feeds.",Forest ecological zones,1975,1991,23
Maize,199,NARZO-15,TZPB,NGZM-91-3,"IITA, Ibadan","IITA, Ibadan",,M. Harrison,"Big cobs, high yielding , rust blight resistant",Humid Forest,1975,1991,23
Maize,200,NARZO-16,TZB,NGZM-91-4,"IITA, CIMMYT/NCRI (Nig. Composite A and B)","IITA, Ibadan",,M. Harrison,"High yielding, good for pap.",Forest and savanna ecological zones,1975,1991,23
Maize,201,NARZO-20,TZSR-W,NGZM-91-5,"NCRI/IITA, Ibadan","NCRI/IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin, Z. T. Dabrowski & I. Buddenhagen","High yielding, and widely adapted, streak resistant",Forest and savanna ecological zones,1981,1991,23
Maize,202,NARZO-21,TZSR-Y,NGZM-91-6,"NCRI/IITA, Ibadan","NCRI/IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin, Z. T. Dabrowski & I. Buddenhagen","High yielding, and widely adapted, streak resistant",Forest and savanna ecological zones,1981,1991,23
Maize,203,NARZO-24,DMR-LSRW,NGZM-91-7,"IITA, Ibadan","IITA, Ibadan",,J.M. Fajemisin,"Reistant to dowry mildew, sturdy and vigorous plants",Forest and savanna ecological zones,1984,1991,23
Maize,204,NARZO-25,DMR-LSRY,NGZM-91-8,"IITA, Ibadan","IITA, Ibadan",,J.M. Fajemisin,"Reistant to dowry mildew, sturdy and vigorous plants",Forest and savanna ecological zones,1984,1991,23
Maize,205,NARZH-1,8321-18,NGZM-91-9,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","Resistant to streak, striga/ weevil; semi-flint garin. High yielding- 6.5t/ha.",Forest and savanna ecological zones,1984,1991,23
Maize,206,NARZH-2,8321-21,NGZM-91-10,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding, 6t/ha Resistant to streak, rust blight, dent grain texture.",Forest and savanna ecological zones,1984,1991,23
Maize,207,NARZH-3,8522-3,NGZM-91-11,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding, 6t/ha Resistant to streak, rust blight, dent grain texture.",,1984,1991,23
Maize,208,NARZH-4,8522-13,NGZM-91-12,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding 6t/ha,resistant to streak and striga, semi-dent graint texture.",Forest and savanna ecological zones,1984,1991,23
Maize,209,NARZH-6,8341-5,NGZM-91-13,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding 6t/ha,resistant to streak and striga, semi-dent graint texture.",,1984,1991,23
Maize,210,NARZH-7,8425-8,NGZM-91-14,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding 6t/ha,resistant to streak and striga, semi-dent graint texture.",,1985,1991,24
Maize,211,NARZH-8,8425-19,NGZM91-15,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding 6t/ha, resistant to streak, striga, semi-dent.",Savanna Ecological Zones,1985,1991,24
Maize,212,NARZH-9,8434-11,NGZM-91-16,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding, resistant to streak and storage weevil, semi flint grain. High yielding 5t/ha.",Forest / Savanna ecologies,1985,1991,24
Maize,213,NARZH-10,8505-2,NGZM91-17,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding 6t/ha, resistant to streak and striga, semi-dent grain.",Savanna ecologies,1986,1991,24
Maize,214,NARZH-11,8505-3,NGZM-91-18,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski",Same as above but semi- flint grain,Savanna ecologies,1986,1991,24
Maize,215,NARZH-12,8505-4,NGZM-91-19,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding 6t/ha, tolerant to streak and striga, semi-flint grain texture.",Forest ecologies,1986,1991,24
Maize,216,NARZH-13,8505-5,NGZM-91-20,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding 6t/ha, tolerant to streak and striga, semi-flint grain texture.",Savanna ecologies,1986,1991,24
Maize,217,NARZH-14,8505-13,NGZM-91-21,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding 6t/ha, tolerant to streak and striga, semi-flint grain texture.",,1986,1991,24
Maize,218,NARZH-5,8341-5,NGZM-91-22,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding, resistant to streak and weevil, flint grain texture.",,1984,1991,24
Maize,219,NARZO-1,DIACOL-153,NGZM-91-23,Latin America (Mexico),"FDAR, Ibadan",,Dr. Van Eijnattern,Big cobs,Forest ecologies,1950,1991,24
Maize,220,NARZO-2,H 503,NGZM-91-24,Latin America (Mexico),"FDAR, Ibadan",,,"Big grain type, flowry kernels, good for pap",Forest ecologies,1950,1991,24
Maize,221,NARZO-3,H 507,NGZM-91-25,Latin America (Mexico),"FDAR, Ibadan",,,"Big grain type, flowry kernels, good for pap",,1950,1991,24
Maize,222,NARZO-4,EAFRO-231,NGZM-91-26,Latin America (Mexico),"FDAR, Ibadan",,,"Big grain type, flowry kernels, good for pap",,1950,1991,24
Maize,223,NARZO-5,SICARAGUA,NGZM-91-27,Latin America (Mexico),"FDAR, Ibadan",,,"Big grain type, flowry kernels, good for pap",,1952,1991,24
Maize,224,NARZO-6,NS-1,NGZM-91-28,"FDAR, Ibadan","FDAR, Ibadan",,Dr. Van Eijnattern,"Very good for pap, high in carotene and protein content",Diverse Ecologies,1954,1991,24
Maize,225,NARZO-7,NS-D,NGZM-91-29,"FDAR, Ibadan","FDAR, Ibadan",,Dr. Van Eijnattern,"Very good for pap, high in carotene and protein content",,1963,1991,24
Maize,226,SAMMAZ-7,Biu yellow,NGZM-91-30,U.S.A.,"I.A.R, Samaru Zaria",,,"Bright yellow seed, tolerant to maize rust & virus streak, tolerant to stem borer.",Northern Guinea Savanna,1969,1991,24
Maize,227,NARZO-9,NCA,NGZM-91-31,Composite from Mexican Varieties,"FDAR, Ibadan",,"J. Craig, H. Wiggins & F. deWolf","High yielding, yellow composite",All agro- ecologies,1972,1991,24
Maize,228,NARZO-10,NCB,NGZM-91-32,Composite from Mexican Varieties,"FDAR, Ibadan",,J. Craig & F. deWolf,"Short, sturdy plants",Forest ecologies,1972,1991,24
Maize,229,NARZO-11,NCC,NGZM-91-33,"FDAR, (NCRI) Ibadan","FDAR, (NCRI) Ibadan",,Dr. Obilana,High content of carbonhydrates and floury,Forest ecologies,1972,1991,25
Maize,230,NARZO-12,BIU-XYC-10,NGZM-91-34,"IAR, Samaru","IAR, Samaru",,,High flinty maize,Savanna ecologies,1972,1991,25
Maize,231,SAMMAZ-8,S.1.2.3. composite,NGZM-91-35,"IAR, Samaru","IAR, Samaru",,,"Predominantly white seeded with some yellow, tolerant to rust & streak virus and stem borer.",Northern Guinea Savanna,1972,1991,25
Maize,232,SAMMAZ-9,NCA,NGZM-91-36,"IAR, Samaru","IAR, Samaru",,,Early maturity,Savanna ecologies,1972,1991,25
Maize,233,NARZO-19,KEWESOKE,NGZM-91-37,I.A.R. & T. Ibadan,I.A.R. & T. Ibadan,,Dr. Obajimi,Good for mixed cropping,Forest,1980,1991,25
Maize,234,NARZO-22,TZESR-W,NGZM-91-38,I.A.R. & T./IITA Ibadan,IITA Ibadan,,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","Resistant to downy mildew, rust and blight.",Forest / Savanna ecologies,1982,1991,25
Maize,235,NARZO-23,TZESR-Y,NGZM-91-39,I.A.R. & T./IITA Ibadan,IITA Ibadan,,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","Resistant to streak, rust and blight.",Forest / Savanna ecologies,1982,1991,25
Maize,236,NARZO-26,DMR-ESRW,NGZM-91-40,"NCRI/IITA, Ibadan","NCRI/IITA, Ibadan",,Dr. Fajemisin,"Resistance to downy mildew streak, rust and blight.",Forest / Savanna ecologies,1984,1991,25
Maize,237,NARZO-27,DMR-ESRY,NGZM-91-41,"NCRI/IITA, Ibadan","NCRI/IITA, Ibadan",,Maize team,"Resistance to downy mildew streak, rust and blight.",Forest / Savanna ecologies,1984,1991,25
Maize,238,NARZO-28,TZMSR-W,NGZM-91-42,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron, D. Makonnen, L. Everett, Z. T. Dabrowski & J. M. Fajemisin","Resistance to downy mildew streak, rust and blight.",,1985,1991,25
Maize,239,NARZO-29,TZBSR,NGZM-91-43,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron & J. H. Mareck","Resistance to downy mildew streak, rust and blight.",Savanna ecologies,1986,1991,25
Maize,240,NARZO-30,TZPB-SR,NGZM-91-44,"IITA, Ibadan","IITA, Ibadan",,"S. K. Kim, Y. Efron & J. M. Fajemisin","High yield, 5.0 ton/ha resistant to streak, rust and blight",Forest ecologies,1987,1991,25
Maize,241,NARZH-15,8644-27,NGZM 96-45,Nigeria,"IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yield 6.0 ton/ha, resistant to streak and downy mildew, flint grain type.",,1996,1996,25
Maize,242,NARZH-16,8644-31,NGZM 96-46,Nigeria,"IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yield 6.5 ton/ha, resistant to streak, downy mildew, and drought, dent grain type.",,1996,1996,25
Maize,243,NARZH-17,8644-32,NGZM 96-47,Nigeria,"IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding 6.0t/ha resistant to streak, downy mildew, semident grain.",,1996,1996,25
Maize,244,NARZH-18,8505-6,NGZM 96-48,"Jos, Nigeria","IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding, resistant to streak, blight and rust, late maturing, mid- altitude adapted.",,1996,1996,25
Maize,245,NARZH-20,8516-12(SX),NGZM 96-49,Nigeria,"IITA, Ibadan",,"S. K. Kim, Y. Efron, J. M. Fajemisin & Z. T. Dabrowski","High yielding 5t/ha, resistant to streak and eldama, dent grain type.",,1996,1996,26
Maize,246,SUWAN 1-SR,SUWAN 1-SR,NGZM 96-50,Nigeria,"IITA, Ibadan",,"J. H. Mareck, J. Kling, N. Bosque-Perez & K. Cardwell",Reisitant to downy mildew and streak.,,1996,1996,26
Maize,247,TZL Composite 4- SR,TZL Composite 4- SR,NGZM 96-51,Nigeria,"IITA, Ibadan",,"J. H. Mareck, J. Kling & N. Bosque-Perez","High yielding, white seeded.",,1996,1996,26
Maize,248,EV-9043 DMRR- SR,EV-9043 DMRR- SR,NGZM 96-52,"C.I.M.M.Y.T/MEXI CO/IITA, Ibadan","MRP, IITA Ibadan",,"M. Bjarnasson, C. Y. Tang, J. H. Mareck, J. Kling & K. Cardwell","Resistant to downy mildew and streak, white grains",,1996,1996,26
Maize,249,Oloyin,ART- 98-SW-1,NGZM-01-53,Nigeria,I.A.R. &. T. Ibadan,,Dr. B.A. Ogunbodede,Sweet and high in protein 14.33%,,2001,2001,26
Maize,250,SAMMAZ-11,TZL COMP1-W,NGZM-01-54,"IITA, Ibadan","IITA, Ibadan",,"J.G. Kling, Dr. S.G. Ado and S.T.O. Lagoke","Striga resistant, high yield potential and suitable for intercropping.",,2001,2001,26
Maize,251,SAMMAZ-12,95 TZEE-W1,NGZM-01-55,"IITA, Ibadan WECAMAN","IITA, Ibadan",,"Dr. Badu-Apraku, J.G. Kling, A. Menkir and S.G. Ado","Extra earliness, high yield potential and suitable in area with > 600mm rainfall distributed within 80days.",,2001,2001,26
Maize,252,SAMMAZ 13,95 TZEE-Y1,NGZM-01-56,"IITA, Ibadan WECAMAN","IITA, Ibadan",,"Dr. Badu-Apraku, J.G. Kling, A. Menkir and S.G. Ado","Extra earliness, high yield potential and suitable in area with > 600mm rainfall distributed within 80days.",,2001,2001,26
Maize,253,(OBA-FEMI),PH-2,NGZM-01-57,"Premier Seed Nig. Ltd., Zaria","Premier Seed Nig. Ltd., Zaria",,"Dr. Joshua, Dr. M.O. Omidiji, Mr. L.A. Oke & R.I.O. Amusan","Short plant type, high yield potential, resistant to lodging, good for mechanized harvesting.",,2001,2001,26
Maize,254,(OBA-99),PH-5,NGZM-01-58,"Premier Seed Nig. Ltd., Zaria","Premier Seed Nig. Ltd., Zaria",,"Dr. Joshua, Dr. M.O. Omidiji, Mr. L.A. Oke & R.I.O. Amusan","High yielding potential, quality protein maize",,2001,2001,26
Maize,255,(OBA-98),PH-6,NGZM-01-59,"Premier Seed Nig. Ltd., Zaria","Premier Seed Nig. Ltd., Zaria",,"Dr. Joshua, Dr. M.O. Omidiji, Mr. L.A. Oke & R.I.O. Amusan","High yielding potential, quality protein maize",,2001,2001,26
Maize,256,YELLOW (POPCORN) COMPOSITE,I.A.R. & T. YELLOW POP,NGZM-01-60,I.A.R. & T.,I.A.R. & T.,,Dr. A.O. obajimi,"Resistant to Blight and Rust, yield 2kg/ha.",All ecological zones,1979,2001,26
Maize,257,WHITE (POPCORN),I.A.R. & T. WHITE POP,NGZM-01-61,I.A.R. &.T,I.A.R. & T.,,Dr. A.O. obajimi,Moderately resistant to blight and Rust.,All ecological zones,1979,2001,26
Maize,258,SAMMAZ 14,OBATANPA,NGZM-05-62,"CRI, Kumasi Ghana","IAR, Samaru",,"S.G. Ado, F.A. Showemimo, A.M. Falaki, S.O. Alabi & U.S. Abdullahi","High lysine and tryptophane contents, medium maturing, good seed quality, high yield, tolerance to Striga.",,2005,2005,26
Maize,259,SAMMAZ 15,IWDC2SynF2,NGZM-08-63,IITA Ibadan,IITA Ibadan,,"A. Menkir, J.M. Fajemisin, B. Badu- Apraku, S.G. Ado & F.A. Showemimo","Medium maturing, good seed quality, high yield potential, tolerance to Striga hermonthica. (6.9t/ha)",,2008,2008,26
Maize,260,SAMMAZ 16,TZLComp1SynW- 1,NGZM-08-64,IITA Ibadan,IITA Ibadan,,"A. Menkir, B. Badu- Apraku, J.G. Kling, S.G. Ado & F.A. Showemimo","Late maturing, good seed quality, high yield, resistance to Striga hermonthica. (6.4t/ha)",,2008,2008,27
Maize,261,FARALOKUN,ART-98-SW6-OB,NGZM-09-65,"I.A.R&T, Ibadan","I.A.R&T, Ibadan",,"Dr. S. A. Olakojo, Prof. B. A. Ogunbodede and Dr. G. Olaoye","High level of lysine (3.67%) and Tryptophan (0.87%), earliness in maturity was admired by farmers. (4.0-4.6t/ha)","Forest, derived Savanna and Savanna zones",2009,2009,27
Maize,262,MAYOWA,ILE1-OB,NGZM-09-66,"I.A.R&T, Ibadan","I.A.R&T, Ibadan",,"Dr. S. A. Olakojo, Prof. B. A. Ogunbodede and Dr. G. Olaoye",High level of lysine (3.67%) and Tryptophan (0.87%). Earliness in maturity placed it at advantage especially dryer environment. (4.0- 4.96t/ha),"Forest, derived Savanna and Savanna zones",2009,2009,27
Maize,263,BR9943 DMRSR,BR 9943 DMRSR,NGZM-09-67,"IITA, Ibadan",IITA Ibadan,,"Dr. S. O. Ajala, Dr. J. Kling, Dr. A. Menkir, Dr. G. Olaoye and Dr. S. A. Olakojo",Highly resistant to stem borers (both Sesamia calamistis and Eldana sacharina). (3-4t/ha),Forest zone,2009,2009,27
Maize,264,BR9928 DMRSR,BR9928 DMRSR,NGZM-09-68,"IITA, Ibadan",IITA Ibadan,,"Dr. S. O. Ajala, Dr. J. Kling, Dr. J. Kling, Dr. A. Menkir, Dr. G. Olaoye, Dr. S. A. Olakojo, Mr. S. A. Adedeji, Dr. S. A. Ajayi Dr. L. T. Ogunremi",Highly resistant to stem borers (both Sesamia calamistis and Eldana sacharina). (3-4t/ha),Forest transition / Derived Savanna,2009,2009,27
Maize,265,Ama TZBR-W,Amakama TZBR- W,NGZM-09-69,"IITA, Ibadan",IITA Ibadan,,"Dr. S.O. Ajala, Prof. B.A. Ogunbodede, Dr. J. Kling, Dr. A. Menkir, Dr. G. Olaoye, Dr. S. A. Olakojo, Mr. S. A. Adedeji and Dr. L. T. Ogunremi",Highly resistant to stem borers (both Sesamia calamistis and Eldana sacharina). (3-4t/ha),"Humid forest, Forest transition / Derived Savanna",2009,2009,27
Maize,266,TZBR Eld 3-W,TZBR Eld 3C5,NGZM-09-70,"IITA, Ibadan",IITA Ibadan,,"Dr. S.O. Ajala, Dr. J. G. Kling, Dr. A. Menkir, Dr. G. Olaoye, Dr. S. A. Olakojo and Prof. B.A. Ogunbodede",Highly resistant to stem borers (both Sesamia calamistis and Eldana sacharina). (3-4t/ha),"Humid forest, Forest transition / Derived Savanna",2009,2009,27
Maize,267,SAMMAZ 17,Acr Sakatifu C4,NGZM-09-71,"IAR, Samaru","IAR, Samaru",,"Prof. S.G. Ado, Dr. I.S. Usman, Dr. U.S. Abdullahi and Mr. M. Yusuf","High yield, medium maturity and Striga tolerance. (5t/ha)",Low land Tropics,2009,2009,27
Maize,268,SAMMAZ 18,Tillering maize,NGZM-09-72,"IAR, Samaru","IAR, Samaru",,"Prof. S.G. Ado, Dr. I.S. Usman, Dr. U.S. Abdullahi and Mr. M. Yusuf","High yield, early maturity and Striga tolerance. (4.5t/ha)",Low land Tropics,2009,2009,27
Maize,269,SAMMAZ 19,S.14 DKD DT,NGZM-09-73,"IAR, Samaru","IAR, Samaru",,"Prof. S.G. Ado, Dr. I.S. Usman, Dr. U.S. Abdullahi and Mr. M. Yusuf","High yield, drought and Striga tolerance. (5t/ha)",Low land Tropics,2009,2009,27
Maize,270,SAMMAZ 20,TZE Comp 3DT,NGZM-09-74,"IITA, Ibadan",IITA Ibadan,,"Dr. A. Menkir, Prof. S.G. Ado, Dr. S.O. Ajala, Dr. B. Badu- Apraku, Dr. I.S. Usman, Dr. A. Kamara, Prof. J. E. Onyibe, Dr. L. T. Ogunremi and Dr. J. Shebayan",Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (3-4t/ha),Drought prone areas,2009,2009,28
Maize,271,SAMMAZ 21,TZE Comp 5-W,NGZM-09-75,"IITA, Ibadan",IITA Ibadan,,"Dr. A. Menkir, Prof. S.G. Ado, Dr. J.G. Kling, Dr. B. Badu- Apraku, Dr. S.O. Ajala, Dr. A. Kamara, Dr. I. Kureh, Dr. Dugje and Dr. Shuaib Adamu",Highly tolerant to Striga hermonthica infestation. (1.5-2t/ha),Striga prone areas,2009,2009,28
Maize,272,SAMMAZ 26,DTSR-WC1,NGZM-09-76,"IITA, Ibadan",IITA Ibadan,,"Dr. A. Menkir, Prof. S.G. Ado, Dr. S.O. Ajala Dr. B. Badu- Apraku, Dr. I.S. Usman, Dr. U.S. Abdullahi, Dr. A. Kamara, Prof. J. E. Onyibe, Dr. L. T. Ogunremi and Dr. J. A. Y. Shebayan",Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (3-4t/ha),All agro- ecological zones,2009,2009,28
Maize,273,SAMMAZ 27,EV99DT-W-STR,NGZM-09-77,"IITA, Ibadan",IITA Ibadan,,"Dr. B. Badu-Apraku, Dr. A. Menkir, Prof. S.G. Ado, Dr. F.A. Showemimo, Dr. S.O. Ajala Prof. M.A.B. Fakorede, Dr. U.S. Abdullahi, Prof. J. E. Onyibe, Dr. I. Dugje, Dr. I. Kureh, Dr. I. S. Usman, Dr. A. Kamara and Dr. J. A. Y. Shebayan",Drought tolerant and Striga resistant. (5.5t/ha),Low land Tropics,2009,2009,28
Maize,274,SAMMAZ 28,99TZEE-Y-STR,NGZM-09-78,"IITA, Ibadan",IITA Ibadan,,"Dr. B. Badu-Apraku, Dr. A. Menkir, Dr. F.A. Showemimo, Dr. S.O. Ajala Prof. M.A.B. Fakorede, Prof. J. E. Onyibe, Dr. I. Dugje, Dr. I. Kureh, Dr. I. S. Usman, Dr. A. Kamara and Dr. J. A. Y. Shebayan",Drought and Striga tolerant. (4.0t/ha),Low land Tropics,2009,2009,28
Maize,275,SAMMAZ 29,2000SynEE-W- STR,NGZM-09-79,"IITA, Ibadan",IITA Ibadan,,"Dr. B. Badu-Apraku, Dr. A. Menkir, Dr. F.A. Showemimo, Dr. S.O. Ajala Prof. M.A.B. Fakorede, Prof. J. E. Onyibe, Dr. I. Dugje, Dr. I. Kureh, Dr. I. S. Usman, Dr. A. Kamara and Dr. J. A. Y. Shebayan",Extra early maturing drought escaping and Striga tolerant. (4.0t/ha),Low land Tropics,2009,2009,29
Maize,276,SAMMAZ 30,LNTPxLNP-W C3,NGZM-09-80,"IITA, Ibadan",IITA Ibadan,,"Dr. S.O. Ajala, Dr. J. Kling, Dr. A. Menkir, Dr. S. O. Alabi, Prof. S.G. Ado, Dr. I. Kureh and Dr. L. T. Ogunremi",Highly tolerant to low soil nitrogen with resistance to streak. (3.5-4t/ha),Northern and Sudan Savanna,2009,2009,29
Maize,277,SAMMAZ 31,LNTP-Y-C5,NGZM-09-81,"IITA, Ibadan",IITA Ibadan,,"Dr. S.O. Ajala, Dr. J. Kling, Dr. A. Menkir, Dr. S. O. Alabi, Prof. S.G. Ado, Dr. I. Kureh and Dr. L. T. Ogunremi",Highly tolerant to low soil nitrogen with resistance to streak. (3.5-4t/ha),All agro- ecological zones,2009,2009,29
Maize,278,SAMMAZ 22,M0826-1,NGZM-09-82,"IITA, Ibadan",IITA Ibadan,,"Dr. A. Menkir, Prof. S.G. Ado, Dr. B. Badu- Apraku, Dr. S.O. Ajala, Dr. I.S. Usman, Dr. U.S. Abdullahi Dr. J. A. Y. Shebayan and Prof. J. E. Onyibe",Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (2-4t/ha),Northern Guinea Savanna,2009,2009,29
Maize,279,SAMMAZ 23,M0826-3,NGZM-09-83,"IITA, Ibadan",IITA Ibadan,,"Dr. A. Menkir, Prof. S.G. Ado, Dr. B. Badu- Apraku, Dr. S.O. Ajala, Dr. I.S. Usman, Dr. U.S. Abdullahi Dr. J. A. Y. Shebayan and Prof. J. E. Onyibe",Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (3-4t/ha),Northern Guinea Savanna,2009,2009,29
Maize,280,SAMMAZ 24,M0826-7,NGZM-09-84,"IITA, Ibadan",IITA Ibadan,,"Dr. A. Menkir, Prof. S.G. Ado, Dr. B. Badu- Apraku, Dr. S.O. Ajala, Dr. I.S. Usman, Dr. U.S. Abdullahi Dr. J. A. Y. Shebayan and Prof. J. E. Onyibe",Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (3-4t/ha),Northern Guinea Savanna,2009,2009,29
Maize,281,SAMMAZ 25,M0826-11,NGZM-09-85,"IITA, Ibadan",IITA Ibadan,,"Dr. A. Menkir, Prof. S.G. Ado, Dr. B. Badu- Apraku, Dr. S.O. Ajala, Dr. I.S. Usman, Dr. U.S. Abdullahi Dr. J. A. Y. Shebayan and Prof. J. E. Onyibe",Highly tolerant to drought with resistance to streak and tolerance to low soil nitrogen. (3-4t/ha),Northern Guinea Savanna,2009,2009,29
Maize,282,Oba Super 3,H16-8,NGZM-09-86,"IITA, Ibadan","IITA, Ibadan",,"A. Menkir, O. A. Ibikunle and M. O. Omidiji","High yield, more adapted to rain forest ecology, more amenable to manual harvesting and excellent husk cover which makes it less prone to ear rot. (7-8t/ha)",Rainforestand low land Savanna ecologies,2009,2009,30
Maize,283,Oba Super 4,HY02-2,NGZM-09-87,"IITA, Ibadan","IITA, Ibadan",,"A. Menkir, O. A. Ibikunle and M. O. Omidiji",More adapted to the rain forest ecology and high yield. (6-7t/ha),Rainforest and low land Savanna ecologies,2009,2009,30
Maize,284,Oba Super 5,H06-15,NGZM-09-88,"IITA, Ibadan","IITA, Ibadan",,"A. Menkir, O. A. Ibikunle and M. O. Omidiji","Highly prolific expressed in good yield, more tolerant to lodging, excellent plant and ear aspect, more suitably adapted to mechanized harvesting, shining, more attractive creamy-white seeds and drought tolerant. (8-9t/ha)",Rainforest and low land Savanna ecologies,2009,2009,30
Maize,285,Oba Super 6,HY02-5,NGZM-09-89,"IITA, Ibadan","IITA, Ibadan",,"A. Menkir, O. A. Ibikunle and M. O. Omidiji","More adapted to Southern Guinea Savanna, Northern Guinea Savanna and Sudan Savanna ecologies, high yield, drought tolerant, low soil nitrogen-efficient, excellent plant and ear aspect. (7-8t/ha)",Rainforest and low land Savanna ecologies,2009,2009,30
Maize,286,Oba Super 7,05-1STR,NGZM-09-90,"IITA, Ibadan","IITA, Ibadan",,"A. Menkir, O. A. Ibikunle and M. O. Omidiji","Highly Striga resistant, more adapted to NGS and Sudan Savanna ecologies, drought tolerant, low soil nitrogen- efficient, supports low striga emergence, high yield potential, good for sole cropping and rotation with legumes (integrated striga control) and high starch content. (4t/ha)",Rainforest and low land Savanna ecologies,2009,2009,30
Maize,287,Oba Super 9,05-02STR,NGZM-09-91,"IITA, Ibadan","IITA, Ibadan",,"A. Menkir, O. A. Ibikunle and M. O. Omidiji","Striga resistant, more adapted to the Derived Savanna and SGS, supports low striga emergence and good for sole cropping and rotation with legumes (integrated striga control). (3.5t/ha)",Rainforest and low land Savanna ecologies,2009,2009,30
Maize,288,SAMMAZ 32,99 TZEE-Y pop STR QPM CO,NGZM-11-92,"IITA, Ibadan","IITA, Ibadan",,"B. Badu-Apraku, A. Menkir, S.G. Ado, I.S. Usman, U.S. Abdullahi & H. Abubakar","Extra early maturing, quality protein maize, good cob and seed size, Striga resistant, drought escaping, and tolerant to maize streak virus disease. (4.3t/ha)",Sudan Savanna and transition zone between Sudan and Northern Guinea savanna,2011,2011,31
